Metrics;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;7;8; ;0;0;0;0;0;0.024096386;0;0.012048193;0;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;8;6; ;0.011111111;0.029411765;0;0.025316456;0.011764706;0.012195122;0.012987013;0;0.015625;0.012820513;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;7;11; ;0.025641026;0.012195122;0.041666667;0;0.057692308;0;0.013157895;0.024096386;0;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;3;1; ;0;0;0.012987013;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;4;13; ;0;0;0;0;0;0;0.012048193;0;0;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;7;4; ;0;0.011627907;0.011904762;0.04494382;0;0;0.028571429;0.025974026;0.011764706;0.012345679;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;3;7; ;0.011494253;0.020618557;0.037974684;0.012345679;0;0.038461538;0.011235955;0;0;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;10;8; ;0;0;0;0;0.022222222;0;0.027027027;0;0;0.012048193;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;9;14; ;0;0.022988506;0.024390244;0.010638298;0;0;0;0;0;0.012048193;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;3;10; ;0.027027027;0.021276596;0.012195122;0;0;0.016666667;0;0.015625;0.010869565;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;14;3; ;0.012048193;0.013157895;0.012820513;0.011363636;0.012658228;0;0.026666667;0;0;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;3;6; ;0.029411765;0;0.014925373;0.023529412;0.024691358;0.01369863;0.013888889;0.023255814;0.012658228;0.012987013;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;9;10; ;0.023529412;0;0;0;0;0;0.0125;0;0.011494253;0.015384615;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;14;9; ;0.013333333;0;0;0;0;0;0.023809524;0;0;0.02739726;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;9;13; ;0;0.012820513;0;0;0;0;0.013157895;0.011494253;0.021276596;0.010869565;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;12;10; ;0.013157895;0;0.012987013;0;0;0.024096386;0.013513514;0;0.024096386;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;12;8; ;0;0;0.023809524;0;0;0.011494253;0.025;0.021978022;0;0.026666667;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;7;2; ;0;0.022988506;0.013333333;0.028169014;0.031578947;0.012820513;0.024691358;0.013888889;0.013157895;0.024390244;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;7;13; ;0.025;0.014285714;0.025;0.026666667;0;0;0;0;0.025641026;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;10;6; ;0;0;0;0;0;0;0;0.012195122;0;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;10;13; ;0;0.01369863;0.014705882;0;0;0;0.012658228;0;0.025;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;2;4; ;0.014084507;0;0.021978022;0.012820513;0.012048193;0.015151515;0.021978022;0;0.0125;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;14;5; ;0;0.012345679;0;0.011363636;0.015384615;0.014492754;0;0.013888889;0;0.025974026;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;2;11; ;0;0;0;0.011627907;0;0;0;0;0.012987013;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;5;14; ;0;0;0;0.053333333;0.013157895;0.012987013;0;0;0;0.013157895;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;7;6; ;0.012987013;0.02247191;0.03125;0.011904762;0;0.0125;0.013888889;0.011904762;0.010989011;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;1;4; ;0.078651685;0.025;0.097222222;0.094594595;0.027777778;0.117647059;0.063492063;0.012345679;0.08;0.109589041;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;2;5; ;0.010526316;0.025;0.04;0.027777778;0.051282051;0.026315789;0.024390244;0.025641026;0.031914894;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;5;3; ;0.045454545;0.011235955;0;0.014705882;0;0.011363636;0;0.024096386;0;0.025641026;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;6;3; ;0;0;0;0;0.01369863;0;0.011764706;0.01369863;0.036144578;0.012820513;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;6;13; ;0;0;0;0.042857143;0.010309278;0;0.010638298;0;0;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;14;2; ;0;0;0.022727273;0;0;0;0;0.024390244;0.025316456;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;1;12; ;0.04109589;0;0;0.014705882;0;0.027027027;0.013157895;0;0;0.010416667;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;14;10; ;0;0.010416667;0;0;0.024390244;0.011363636;0.014285714;0;0.011111111;0.010638298;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;8;13; ;0;0;0.014285714;0;0.012987013;0.011627907;0.010869565;0;0.012987013;0;;
blocking probabilities per pair and bandwidth;3;100.0Gbps;11;3; ;0;0.010204082;0;0.011904762;0;0;0.010989011;0.026315789;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;14; ;0.023255814;0.028169014;0.015625;0.014925373;0;0.014084507;0;0.036585366;0;0.025;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;12; ;0.012820513;0;0;0;0;0.016129032;0;0.024096386;0;0.010638298;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;2;13; ;0;0;0.029850746;0;0.011764706;0.013888889;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;4; ;0.012048193;0;0;0.01754386;0;0;0.010752688;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;6;7; ;0;0;0.025;0;0.012195122;0.012820513;0.013888889;0.024691358;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;7; ;0;0.014492754;0.012195122;0.023255814;0.03125;0.0125;0.010526316;0.024096386;0.012048193;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;6;14; ;0;0;0;0;0.012987013;0;0;0;0.011627907;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;1; ;0.013157895;0.026315789;0.022988506;0.029850746;0.0375;0;0.014084507;0.042857143;0.028169014;0.04109589;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;2; ;0.015873016;0;0.011111111;0.014084507;0.013333333;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;10;14; ;0.013888889;0.010752688;0;0.024691358;0.024691358;0.011494253;0;0.015873016;0.013157895;0.010989011;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;7;9; ;0.013888889;0.02247191;0.043478261;0;0.01369863;0.014084507;0.02739726;0.032786885;0;0.020833333;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;4;7; ;0;0.03125;0;0.01369863;0;0;0.026666667;0;0.047619048;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;11; ;0.010416667;0;0.023255814;0.037974684;0.0125;0;0.066666667;0.011904762;0.026315789;0.011764706;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;9; ;0;0;0;0.013888889;0.014925373;0;0;0;0;0.013888889;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;5; ;0.015151515;0.022727273;0.012658228;0.05;0.012345679;0.022988506;0;0;0.015873016;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;9; ;0.023529412;0;0.024691358;0.027027027;0.013333333;0;0;0.012048193;0.013157895;0.014925373;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;9; ;0;0;0;0.021276596;0;0.010309278;0.011904762;0;0.010638298;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;5; ;0.011764706;0;0;0;0.013888889;0;0.010526316;0;0.012195122;0.014705882;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;3; ;0;0.028169014;0.037974684;0.012987013;0.013333333;0.034482759;0.025316456;0.022988506;0.031578947;0.026315789;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;2; ;0.010638298;0;0;0;0;0;0;0;0.022988506;0.011235955;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;4;3; ;0.032608696;0.035294118;0;0.0375;0.012987013;0.012987013;0;0.037974684;0;0.012195122;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;13; ;0;0;0;0;0.011235955;0;0.01369863;0.012987013;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;7; ;0.0125;0.051282051;0.025316456;0.022988506;0.022222222;0.023529412;0.011494253;0.011627907;0.024096386;0.026666667;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;11; ;0.011111111;0;0.012658228;0.027777778;0.012048193;0.010638298;0;0;0.010416667;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;7; ;0.026666667;0.015873016;0.011764706;0.028571429;0;0.034883721;0.028169014;0.042105263;0.026315789;0.012987013;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;7; ;0.023809524;0.011494253;0.026666667;0.023809524;0;0;0.02247191;0;0.011764706;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;3;13; ;0.010526316;0;0.012048193;0.012987013;0.025316456;0;0;0;0.012820513;0.011363636;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;14;11; ;0;0.012658228;0;0;0;0;0;0.015873016;0.013333333;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;7;5; ;0.012987013;0.012345679;0.049382716;0.013157895;0.011764706;0;0.024390244;0;0.034482759;0.012195122;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;14;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;4; ;0.012987013;0.015151515;0;0.012820513;0;0.012987013;0;0.012987013;0;0.012820513;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;14; ;0.016666667;0;0;0.011235955;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;4; ;0;0.025316456;0;0;0.015384615;0.024691358;0;0;0.010526316;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;1; ;0.046511628;0.035294118;0.030769231;0.037037037;0.011494253;0.011111111;0;0.013157895;0.011494253;0.012195122;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;2;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;10;9; ;0.024390244;0.0125;0;0;0.012658228;0;0;0;0.011627907;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;7;10; ;0.012195122;0;0.014705882;0.026315789;0.012987013;0;0.013513514;0.021978022;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;3; ;0;0;0;0;0.012820513;0;0.011363636;0.028985507;0;0.00952381;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;2; ;0;0;0.014705882;0.012987013;0;0;0.0375;0.0375;0;0.010989011;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;2;8; ;0;0.032258065;0;0.028169014;0.026666667;0.051282051;0.034482759;0;0.013888889;0.027777778;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;2;6; ;0.012658228;0;0.023529412;0.0125;0;0.014705882;0.043478261;0.057971014;0.056338028;0.020408163;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;4;10; ;0;0.013513514;0.012820513;0;0.012658228;0;0.012345679;0.010204082;0.025641026;0.048780488;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;7; ;0.021978022;0;0;0.0625;0;0.01369863;0;0;0;0.015625;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;3;12; ;0;0.011764706;0;0.012820513;0.022222222;0.013333333;0;0;0;0.015625;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;1;14; ;0.014705882;0.010869565;0;0.061728395;0;0.036585366;0.033898305;0;0;0.010204082;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;4; ;0;0.034883721;0.013513514;0.025;0;0.043010753;0.012345679;0.012658228;0.010416667;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;6; ;0.012345679;0.024390244;0.012345679;0.013888889;0;0;0.012658228;0;0.010989011;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;6;1; ;0;0.022222222;0;0;0;0;0.010989011;0.012987013;0.01369863;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;2;10; ;0.024691358;0.028985507;0;0.013157895;0.019607843;0.011764706;0;0.014084507;0;0.024096386;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;10; ;0;0;0.016666667;0;0.011235955;0.030769231;0.024691358;0.011764706;0.013888889;0.015384615;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;13; ;0.024096386;0.012658228;0.012048193;0;0;0;0;0;0;0.010416667;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;3; ;0.023529412;0.028169014;0.013888889;0;0;0;0.012658228;0;0.014492754;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;5; ;0.011494253;0.024096386;0;0.051948052;0.027027027;0;0;0.022988506;0.014492754;0.013333333;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;14; ;0;0;0;0;0;0;0.012345679;0;0.013333333;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;1;9; ;0.027777778;0.026315789;0.02739726;0.025974026;0;0.023255814;0;0;0;0.026315789;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;6;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;3;9; ;0.012048193;0.011111111;0.011627907;0.022988506;0.010638298;0;0;0.011764706;0.013333333;0.013333333;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;6; ;0;0;0;0;0;0.015873016;0.012658228;0;0;0.012987013;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;10;7; ;0;0.025641026;0.050632911;0;0.012345679;0.013513514;0.024691358;0;0.026315789;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;1; ;0.03125;0;0;0.038961039;0.012048193;0.012820513;0.011363636;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;2; ;0.010204082;0;0.014925373;0;0;0;0;0;0;0.016666667;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;2;12; ;0;0.016393443;0;0;0;0;0.011235955;0.010526316;0.0125;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;1;5; ;0.014925373;0.013888889;0;0.014492754;0;0.012195122;0.025641026;0;0;0.012658228;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;3;4; ;0;0;0;0.036585366;0;0.012820513;0.013333333;0.026666667;0.012195122;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;11; ;0.011764706;0;0.03030303;0.013333333;0.028169014;0;0.011904762;0.033333333;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;10;12; ;0.011363636;0;0;0;0.012345679;0;0.014084507;0.013888889;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;3;11; ;0;0;0;0;0.023529412;0;0;0.013157895;0.012658228;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;4;6; ;0.013333333;0.013888889;0;0;0;0.040540541;0.028571429;0.012658228;0.024691358;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;13; ;0;0;0.012820513;0.011764706;0.012820513;0;0;0.021505376;0;0.011904762;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;14;1; ;0.012345679;0;0;0;0.011904762;0.012820513;0;0.012820513;0;0.013888889;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;14;7; ;0.027027027;0;0.014084507;0.012345679;0.013333333;0.046153846;0;0;0.024096386;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;1;8; ;0.025316456;0;0.016393443;0.068965517;0.022988506;0;0;0.03030303;0;0.014084507;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;11; ;0;0.013513514;0.015625;0.013888889;0;0;0.011494253;0;0.026315789;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;6; ;0.014492754;0.0125;0;0;0.012195122;0;0.034883721;0.028169014;0.011764706;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;14; ;0;0;0;0;0.011627907;0;0;0.015625;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;10;3; ;0;0.011235955;0;0;0;0;0.012195122;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;10; ;0.013333333;0;0.013157895;0.022988506;0.021505376;0;0.022988506;0.011235955;0.011111111;0.013513514;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;8; ;0.029411765;0.015625;0.012345679;0.014492754;0.01369863;0.025974026;0.027777778;0.013888889;0.013513514;0.011494253;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;10;4; ;0;0;0;0;0.011494253;0.060240964;0.012048193;0.014925373;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;4;1; ;0.051020408;0.16;0.048780488;0.081081081;0.050632911;0.06097561;0.054945055;0.076923077;0.026666667;0.085714286;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;8; ;0.012345679;0.017857143;0.012048193;0.024691358;0;0;0;0.02739726;0.028985507;0.012658228;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;2; ;0.032608696;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;7;14; ;0.026666667;0.011494253;0.022222222;0;0.022222222;0;0.023529412;0.025641026;0;0.015625;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;5; ;0.012195122;0;0.012345679;0.011904762;0;0;0.012345679;0;0.025316456;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;1;7; ;0.15;0.112359551;0.134831461;0.150684932;0.119402985;0.118421053;0.172043011;0.141025641;0.155844156;0.128571429;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;4;2; ;0.032608696;0.024691358;0.028169014;0.025641026;0;0.010752688;0.014705882;0.041666667;0.025316456;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;4;5; ;0.011363636;0.010309278;0;0.011904762;0.010526316;0.04109589;0.024691358;0.010869565;0.013157895;0.010989011;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;10; ;0.015625;0.012987013;0;0.011111111;0.013157895;0;0;0.011363636;0.012195122;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;1;6; ;0;0.037735849;0.014084507;0.013333333;0;0;0;0.013333333;0.012820513;0.035714286;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;12; ;0;0;0.010638298;0;0;0;0;0.013888889;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;4; ;0.014285714;0.02247191;0;0.012820513;0.020408163;0;0;0;0;0.011111111;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;6;8; ;0.02247191;0.011904762;0.025;0.02739726;0;0.012195122;0.010989011;0.013513514;0.010752688;0.02739726;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;6;9; ;0;0;0.011111111;0.010989011;0.021978022;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;1;2; ;0.012658228;0.012820513;0;0;0.024691358;0;0;0.010989011;0;0.00990099;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;5;1; ;0.014925373;0.042253521;0.026315789;0.013888889;0.012820513;0;0;0;0;0.013513514;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;13;5; ;0.025;0;0;0.025641026;0;0.011904762;0.011494253;0;0;0.025974026;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;12;1; ;0.040540541;0;0.013513514;0.012987013;0;0.013888889;0;0.014492754;0;0.011627907;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;2;14; ;0;0;0.015625;0.010416667;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;9;8; ;0.02739726;0.015151515;0;0.024390244;0.012345679;0;0.012195122;0.025316456;0.011904762;0.01369863;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;11;1; ;0.013157895;0;0;0.023809524;0;0;0;0;0.02247191;0.026315789;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;3;8; ;0;0.00952381;0.011111111;0.012195122;0;0;0.014925373;0.02970297;0.021978022;0.011627907;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;4;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;8;10; ;0;0;0.0375;0;0.011627907;0.010638298;0;0.042857143;0.012345679;0.066666667;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;1;11; ;0.013157895;0.013157895;0;0.025974026;0.012658228;0;0.015151515;0.012048193;0;0.023529412;;
blocking probabilities per pair and bandwidth;3;200.0Gbps;14;12; ;0;0;0;0.015384615;0;0;0;0;0;0;;
